Taxon,Species,Trait,Value,Source
Birds,Spinus spinus,Beak.Width,4.5,AVONET
Birds,Spinus spinus,Beak.Depth,6.1,AVONET
Birds,Spinus spinus,Tarsus.Length,12.7,AVONET
Birds,Spinus spinus,Wing.Length,71.6,AVONET
Birds,Spinus spinus,Kipps.Distance,26.1,AVONET
Birds,Spinus spinus,Secondary1,45.5,AVONET
Birds,Spinus spinus,Hand-Wing.Index,36.5,AVONET
Birds,Spinus spinus,Tail.Length,46.4,AVONET
Birds,Spinus spinus,Mass,13.2,AVONET
Birds,Spinus spinus,Migration,1,AVONET
Birds,Spinus spinus,Trophic.Level,Herbivore,AVONET
Birds,Spinus spinus,Trophic.Niche,Granivore,AVONET
Birds,Spinus spinus,Primary.Lifestyle,Insessorial,AVONET
Birds,Streptopelia decaocto,Beak.Length_Culmen,20.9,AVONET
Birds,Streptopelia decaocto,Beak.Length_Nares,9.6,AVONET
Birds,Streptopelia decaocto,Beak.Width,3.9,AVONET
Birds,Streptopelia decaocto,Beak.Depth,3.9,AVONET
Birds,Streptopelia decaocto,Tarsus.Length,20.8,AVONET
Birds,Streptopelia decaocto,Wing.Length,173.7,AVONET
Birds,Streptopelia decaocto,Kipps.Distance,60.9,AVONET
Birds,Streptopelia decaocto,Secondary1,111.5,AVONET
Birds,Streptopelia decaocto,Hand-Wing.Index,35.4,AVONET
Birds,Streptopelia decaocto,Tail.Length,134.2,AVONET
Birds,Streptopelia decaocto,Mass,149.0,AVONET
Birds,Streptopelia decaocto,Migration,1,AVONET
Birds,Streptopelia decaocto,Trophic.Level,Herbivore,AVONET
Birds,Streptopelia decaocto,Trophic.Niche,Omnivore,AVONET
Birds,Streptopelia decaocto,Primary.Lifestyle,Terrestrial,AVONET
Birds,Streptopelia turtur,Beak.Length_Culmen,22.4,AVONET
Birds,Streptopelia turtur,Beak.Length_Nares,8.1,AVONET
Birds,Streptopelia turtur,Beak.Width,4.7,AVONET
Birds,Streptopelia turtur,Beak.Depth,4.9,AVONET
Birds,Streptopelia turtur,Tarsus.Length,22.3,AVONET
Birds,Streptopelia turtur,Wing.Length,170.7,AVONET
Birds,Streptopelia turtur,Kipps.Distance,75.1,AVONET
Birds,Streptopelia turtur,Secondary1,97.5,AVONET
Birds,Streptopelia turtur,Hand-Wing.Index,43.5,AVONET
Birds,Streptopelia turtur,Tail.Length,109.7,AVONET
Birds,Streptopelia turtur,Mass,132.0,AVONET
Birds,Streptopelia turtur,Migration,3,AVONET
Birds,Streptopelia turtur,Trophic.Level,Herbivore,AVONET
Birds,Streptopelia turtur,Trophic.Niche,Granivore,AVONET
Birds,Streptopelia turtur,Primary.Lifestyle,Terrestrial,AVONET
Birds,Strix aluco,Beak.Length_Culmen,30.4,AVONET
Birds,Strix aluco,Beak.Length_Nares,16.2,AVONET
Birds,Strix aluco,Beak.Width,8.2,AVONET
Birds,Strix aluco,Beak.Depth,15.2,AVONET
Birds,Strix aluco,Tarsus.Length,46.4,AVONET
Birds,Strix aluco,Wing.Length,264.8,AVONET
Birds,Strix aluco,Kipps.Distance,77.7,AVONET
Birds,Strix aluco,Secondary1,187.1,AVONET
Birds,Strix aluco,Hand-Wing.Index,29.3,AVONET
Birds,Strix aluco,Tail.Length,171.1,AVONET
Birds,Strix aluco,Mass,472.5,AVONET
Birds,Strix aluco,Migration,1,AVONET
Birds,Strix aluco,Trophic.Level,Carnivore,AVONET
Birds,Strix aluco,Trophic.Niche,Vertivore,AVONET
Birds,Strix aluco,Primary.Lifestyle,Insessorial,AVONET
Birds,Strix uralensis,Beak.Length_Culmen,38.0,AVONET
Birds,Strix uralensis,Beak.Length_Nares,19.6,AVONET
Birds,Strix uralensis,Beak.Width,10.7,AVONET
Birds,Strix uralensis,Beak.Depth,18.0,AVONET
Birds,Strix uralensis,Tarsus.Length,50.8,AVONET
Birds,Strix uralensis,Wing.Length,352.8,AVONET
Birds,Strix uralensis,Kipps.Distance,101.5,AVONET
Birds,Strix uralensis,Secondary1,249.5,AVONET
Birds,Strix uralensis,Hand-Wing.Index,28.8,AVONET
Birds,Strix uralensis,Tail.Length,259.8,AVONET
Birds,Strix uralensis,Mass,780.6,AVONET
Birds,Strix uralensis,Migration,1,AVONET
Birds,Strix uralensis,Trophic.Level,Carnivore,AVONET
Birds,Strix uralensis,Trophic.Niche,Vertivore,AVONET
Birds,Strix uralensis,Primary.Lifestyle,Insessorial,AVONET
Birds,Sturnus unicolor,Beak.Length_Culmen,29.1,AVONET
Birds,Sturnus unicolor,Beak.Length_Nares,16.1,AVONET
Birds,Sturnus unicolor,Beak.Width,6.4,AVONET
Birds,Sturnus unicolor,Beak.Depth,6.6,AVONET
Birds,Sturnus unicolor,Tarsus.Length,29.4,AVONET
Birds,Sturnus unicolor,Wing.Length,128.2,AVONET
Birds,Sturnus unicolor,Kipps.Distance,46.3,AVONET
Birds,Sturnus unicolor,Secondary1,82.4,AVONET
Birds,Sturnus unicolor,Hand-Wing.Index,35.9,AVONET
Birds,Sturnus unicolor,Tail.Length,62.1,AVONET
Birds,Sturnus unicolor,Mass,83.7,AVONET
Birds,Sturnus unicolor,Migration,1,AVONET
Birds,Sturnus unicolor,Trophic.Level,Omnivore,AVONET
Birds,Sturnus unicolor,Trophic.Niche,Omnivore,AVONET
Birds,Sturnus unicolor,Primary.Lifestyle,Generalist,AVONET
Birds,Sturnus vulgaris,Beak.Length_Culmen,30.2,AVONET
Birds,Sturnus vulgaris,Beak.Length_Nares,18.5,AVONET
Birds,Sturnus vulgaris,Beak.Width,6.6,AVONET
Birds,Sturnus vulgaris,Beak.Depth,6.5,AVONET
Birds,Sturnus vulgaris,Tarsus.Length,29.0,AVONET
Birds,Sturnus vulgaris,Wing.Length,128.3,AVONET
Birds,Sturnus vulgaris,Kipps.Distance,49.2,AVONET
Birds,Sturnus vulgaris,Secondary1,79.1,AVONET
Birds,Sturnus vulgaris,Hand-Wing.Index,38.4,AVONET
Birds,Sturnus vulgaris,Tail.Length,65.8,AVONET
Birds,Sturnus vulgaris,Mass,77.1,AVONET
Birds,Sturnus vulgaris,Migration,2,AVONET
Birds,Sturnus vulgaris,Trophic.Level,Omnivore,AVONET
Birds,Sturnus vulgaris,Trophic.Niche,Omnivore,AVONET
Birds,Sturnus vulgaris,Primary.Lifestyle,Insessorial,AVONET
Birds,Sylvia atricapilla,Beak.Length_Culmen,15.2,AVONET
Birds,Sylvia atricapilla,Beak.Length_Nares,7.2,AVONET
Birds,Sylvia atricapilla,Beak.Width,3.2,AVONET
Birds,Sylvia atricapilla,Beak.Depth,3.4,AVONET
Birds,Sylvia atricapilla,Tarsus.Length,20.8,AVONET
Birds,Sylvia atricapilla,Wing.Length,75.9,AVONET
Birds,Sylvia atricapilla,Kipps.Distance,20.5,AVONET
Birds,Sylvia atricapilla,Secondary1,55.4,AVONET
Birds,Sylvia atricapilla,Hand-Wing.Index,27.0,AVONET
Birds,Sylvia atricapilla,Tail.Length,62.2,AVONET
Birds,Sylvia atricapilla,Mass,16.7,AVONET
Birds,Sylvia atricapilla,Migration,3,AVONET
Birds,Sylvia atricapilla,Trophic.Level,Omnivore,AVONET
Birds,Sylvia atricapilla,Trophic.Niche,Omnivore,AVONET
Birds,Sylvia atricapilla,Primary.Lifestyle,Insessorial,AVONET
Birds,Sylvia borin,Beak.Length_Culmen,15.1,AVONET
Birds,Sylvia borin,Beak.Length_Nares,7.2,AVONET
Birds,Sylvia borin,Beak.Width,3.5,AVONET
Birds,Sylvia borin,Beak.Depth,3.6,AVONET
Birds,Sylvia borin,Tarsus.Length,20.1,AVONET
Birds,Sylvia borin,Wing.Length,78.7,AVONET
Birds,Sylvia borin,Kipps.Distance,23.6,AVONET
Birds,Sylvia borin,Secondary1,55.2,AVONET
Birds,Sylvia borin,Hand-Wing.Index,30.0,AVONET
Birds,Sylvia borin,Tail.Length,57.9,AVONET
Birds,Sylvia borin,Mass,18.2,AVONET
Birds,Sylvia borin,Migration,3,AVONET
Birds,Sylvia borin,Trophic.Level,Omnivore,AVONET
Birds,Sylvia borin,Trophic.Niche,Omnivore,AVONET
Birds,Sylvia borin,Primary.Lifestyle,Insessorial,AVONET
Birds,Sylvia cantillans,Beak.Length_Culmen,12.4,AVONET
Birds,Sylvia cantillans,Beak.Length_Nares,6.1,AVONET
Birds,Sylvia cantillans,Beak.Width,2.4,AVONET
Birds,Sylvia cantillans,Beak.Depth,3.3,AVONET
Birds,Sylvia cantillans,Tarsus.Length,17.8,AVONET
Birds,Sylvia cantillans,Wing.Length,61.0,AVONET
Birds,Sylvia cantillans,Kipps.Distance,13.7,AVONET
Birds,Sylvia cantillans,Secondary1,47.3,AVONET
Birds,Sylvia cantillans,Hand-Wing.Index,22.3,AVONET
Birds,Sylvia cantillans,Tail.Length,52.3,AVONET
Birds,Sylvia cantillans,Mass,9.6,AVONET
Birds,Sylvia cantillans,Migration,3,AVONET
Birds,Sylvia cantillans,Trophic.Level,Omnivore,AVONET
Birds,Sylvia cantillans,Trophic.Niche,Invertivore,AVONET
Birds,Sylvia cantillans,Primary.Lifestyle,Insessorial,AVONET
Birds,Sylvia communis,Beak.Length_Culmen,13.6,AVONET
Birds,Sylvia communis,Beak.Length_Nares,7.0,AVONET
Birds,Sylvia communis,Beak.Width,2.8,AVONET
Birds,Sylvia communis,Beak.Depth,3.3,AVONET
Birds,Sylvia communis,Tarsus.Length,21.3,AVONET
Birds,Sylvia communis,Wing.Length,72.6,AVONET
Birds,Sylvia communis,Kipps.Distance,17.6,AVONET
Birds,Sylvia communis,Secondary1,55.1,AVONET
Birds,Sylvia communis,Hand-Wing.Index,24.2,AVONET
Birds,Sylvia communis,Tail.Length,63.3,AVONET
Birds,Sylvia communis,Mass,15.1,AVONET
Birds,Sylvia communis,Migration,3,AVONET
Birds,Sylvia communis,Trophic.Level,Omnivore,AVONET
Birds,Sylvia communis,Trophic.Niche,Invertivore,AVONET
Birds,Sylvia communis,Primary.Lifestyle,Insessorial,AVONET
Birds,Sylvia crassirostris,Beak.Length_Culmen,18.5,AVONET
Birds,Sylvia crassirostris,Beak.Length_Nares,10.2,AVONET
Birds,Sylvia crassirostris,Beak.Width,3.8,AVONET
Birds,Sylvia crassirostris,Beak.Depth,4.4,AVONET
Birds,Sylvia crassirostris,Tarsus.Length,23.0,AVONET
Birds,Sylvia crassirostris,Wing.Length,80.1,AVONET
Birds,Sylvia crassirostris,Kipps.Distance,21.2,AVONET
Birds,Sylvia crassirostris,Secondary1,58.9,AVONET
Birds,Sylvia crassirostris,Hand-Wing.Index,26.4,AVONET
Birds,Sylvia crassirostris,Tail.Length,66.0,AVONET
Birds,Sylvia crassirostris,Mass,23.0,AVONET
Birds,Sylvia crassirostris,Migration,3,AVONET
Birds,Sylvia crassirostris,Trophic.Level,Carnivore,AVONET
Birds,Sylvia crassirostris,Trophic.Niche,Invertivore,AVONET
Birds,Sylvia crassirostris,Primary.Lifestyle,Insessorial,AVONET
Birds,Sylvia curruca,Beak.Length_Culmen,12.4,AVONET
Birds,Sylvia curruca,Beak.Length_Nares,6.3,AVONET
Birds,Sylvia curruca,Beak.Width,2.8,AVONET
Birds,Sylvia curruca,Beak.Depth,3.1,AVONET
Birds,Sylvia curruca,Tarsus.Length,19.1,AVONET
Birds,Sylvia curruca,Wing.Length,65.1,AVONET
Birds,Sylvia curruca,Kipps.Distance,14.4,AVONET
Birds,Sylvia curruca,Secondary1,50.9,AVONET
Birds,Sylvia curruca,Hand-Wing.Index,22.0,AVONET
Birds,Sylvia curruca,Tail.Length,56.9,AVONET
Birds,Sylvia curruca,Mass,11.4,AVONET
Birds,Sylvia curruca,Migration,3,AVONET
Birds,Sylvia curruca,Trophic.Level,Omnivore,AVONET
Birds,Sylvia curruca,Trophic.Niche,Invertivore,AVONET
Birds,Sylvia curruca,Primary.Lifestyle,Insessorial,AVONET
Birds,Sylvia hortensis,Beak.Length_Culmen,17.1,AVONET
Birds,Sylvia hortensis,Beak.Length_Nares,9.9,AVONET
Birds,Sylvia hortensis,Beak.Width,3.6,AVONET
Birds,Sylvia hortensis,Beak.Depth,4.2,AVONET
Birds,Sylvia hortensis,Tarsus.Length,24.6,AVONET
Birds,Sylvia hortensis,Wing.Length,79.0,AVONET
Birds,Sylvia hortensis,Kipps.Distance,18.4,AVONET
Birds,Sylvia hortensis,Secondary1,60.7,AVONET
Birds,Sylvia hortensis,Hand-Wing.Index,23.2,AVONET
Birds,Sylvia hortensis,Tail.Length,68.8,AVONET
Birds,Sylvia hortensis,Mass,21.9,AVONET
Birds,Sylvia hortensis,Migration,3,AVONET
Birds,Sylvia hortensis,Trophic.Level,Carnivore,AVONET
Birds,Sylvia hortensis,Trophic.Niche,Invertivore,AVONET
Birds,Sylvia hortensis,Primary.Lifestyle,Insessorial,AVONET
Birds,Sylvia melanocephala,Beak.Length_Culmen,13.7,AVONET
Birds,Sylvia melanocephala,Beak.Length_Nares,7.3,AVONET
Birds,Sylvia melanocephala,Beak.Width,2.9,AVONET
Birds,Sylvia melanocephala,Beak.Depth,3.0,AVONET
Birds,Sylvia melanocephala,Tarsus.Length,20.4,AVONET
Birds,Sylvia melanocephala,Wing.Length,58.7,AVONET
Birds,Sylvia melanocephala,Kipps.Distance,10.5,AVONET
Birds,Sylvia melanocephala,Secondary1,48.0,AVONET
Birds,Sylvia melanocephala,Hand-Wing.Index,18.0,AVONET
Birds,Sylvia melanocephala,Tail.Length,61.3,AVONET
Birds,Sylvia melanocephala,Mass,11.7,AVONET
Birds,Sylvia melanocephala,Migration,2,AVONET
Birds,Sylvia melanocephala,Trophic.Level,Omnivore,AVONET
Birds,Sylvia melanocephala,Trophic.Niche,Invertivore,AVONET
Birds,Sylvia melanocephala,Primary.Lifestyle,Insessorial,AVONET
Birds,Sylvia melanothorax,Beak.Length_Culmen,12.2,AVONET
Birds,Sylvia melanothorax,Beak.Length_Nares,6.8,AVONET
Birds,Sylvia melanothorax,Beak.Width,2.5,AVONET
Birds,Sylvia melanothorax,Beak.Depth,2.8,AVONET
Birds,Sylvia melanothorax,Tarsus.Length,18.1,AVONET
Birds,Sylvia melanothorax,Wing.Length,57.5,AVONET
Birds,Sylvia melanothorax,Kipps.Distance,10.9,AVONET
Birds,Sylvia melanothorax,Secondary1,46.5,AVONET
Birds,Sylvia melanothorax,Hand-Wing.Index,18.9,AVONET
Birds,Sylvia melanothorax,Tail.Length,56.4,AVONET
Birds,Sylvia melanothorax,Mass,11.4,AVONET
Birds,Sylvia melanothorax,Migration,3,AVONET
Birds,Sylvia melanothorax,Trophic.Level,Carnivore,AVONET
Birds,Sylvia melanothorax,Trophic.Niche,Invertivore,AVONET
Birds,Sylvia melanothorax,Primary.Lifestyle,Insessorial,AVONET
Birds,Sylvia nisoria,Beak.Length_Culmen,16.4,AVONET
Birds,Sylvia nisoria,Beak.Length_Nares,8.9,AVONET
Birds,Sylvia nisoria,Beak.Width,3.7,AVONET
Birds,Sylvia nisoria,Beak.Depth,4.3,AVONET
Birds,Sylvia nisoria,Tarsus.Length,24.0,AVONET
Birds,Sylvia nisoria,Wing.Length,88.3,AVONET
Birds,Sylvia nisoria,Kipps.Distance,24.0,AVONET
Birds,Sylvia nisoria,Secondary1,64.4,AVONET
Birds,Sylvia nisoria,Hand-Wing.Index,27.2,AVONET
Birds,Sylvia nisoria,Tail.Length,71.7,AVONET
Birds,Sylvia nisoria,Mass,22.5,AVONET
Birds,Sylvia nisoria,Migration,3,AVONET
Birds,Sylvia nisoria,Trophic.Level,Carnivore,AVONET
Birds,Sylvia nisoria,Trophic.Niche,Invertivore,AVONET
Birds,Sylvia nisoria,Primary.Lifestyle,Insessorial,AVONET
Birds,Sylvia ruppeli,Beak.Length_Culmen,14.6,AVONET
Birds,Sylvia ruppeli,Beak.Length_Nares,8.4,AVONET
Birds,Sylvia ruppeli,Beak.Width,2.8,AVONET
Birds,Sylvia ruppeli,Beak.Depth,3.1,AVONET
Birds,Sylvia ruppeli,Tarsus.Length,21.0,AVONET
Birds,Sylvia ruppeli,Wing.Length,69.0,AVONET
Birds,Sylvia ruppeli,Kipps.Distance,16.0,AVONET
Birds,Sylvia ruppeli,Secondary1,53.0,AVONET
Birds,Sylvia ruppeli,Hand-Wing.Index,23.1,AVONET
Birds,Sylvia ruppeli,Tail.Length,63.6,AVONET
Birds,Sylvia ruppeli,Mass,12.8,AVONET
Birds,Sylvia ruppeli,Migration,3,AVONET
Birds,Sylvia ruppeli,Trophic.Level,Carnivore,AVONET
Birds,Sylvia ruppeli,Trophic.Niche,Invertivore,AVONET
Birds,Sylvia ruppeli,Primary.Lifestyle,Insessorial,AVONET
Birds,Sylvia subalpina,Beak.Length_Culmen,12.4,AVONET
Birds,Sylvia subalpina,Beak.Length_Nares,6.1,AVONET
Birds,Sylvia subalpina,Beak.Width,2.4,AVONET
Birds,Sylvia subalpina,Beak.Depth,3.3,AVONET
Birds,Sylvia subalpina,Tarsus.Length,17.8,AVONET
Birds,Sylvia subalpina,Wing.Length,61.0,AVONET
Birds,Sylvia subalpina,Kipps.Distance,13.7,AVONET
Birds,Sylvia subalpina,Secondary1,47.3,AVONET
Birds,Sylvia subalpina,Hand-Wing.Index,22.3,AVONET
Birds,Sylvia subalpina,Tail.Length,52.3,AVONET
Birds,Sylvia subalpina,Mass,9.6,AVONET
Birds,Sylvia subalpina,Migration,3,AVONET
Birds,Sylvia subalpina,Trophic.Level,Omnivore,AVONET
Birds,Sylvia subalpina,Trophic.Niche,Invertivore,AVONET
Birds,Sylvia subalpina,Primary.Lifestyle,Insessorial,AVONET
Birds,Tetrao urogallus,Beak.Length_Culmen,48.8,AVONET
Birds,Tetrao urogallus,Beak.Length_Nares,28.7,AVONET
Birds,Tetrao urogallus,Beak.Width,18.2,AVONET
Birds,Tetrao urogallus,Beak.Depth,20.4,AVONET
Birds,Tetrao urogallus,Tarsus.Length,61.9,AVONET
Birds,Tetrao urogallus,Wing.Length,347.3,AVONET
Birds,Tetrao urogallus,Kipps.Distance,117.5,AVONET
Birds,Tetrao urogallus,Secondary1,236.1,AVONET
Birds,Tetrao urogallus,Hand-Wing.Index,33.2,AVONET
Birds,Tetrao urogallus,Tail.Length,257.2,AVONET
Birds,Tetrao urogallus,Mass,2716.6,AVONET
Birds,Tetrao urogallus,Migration,1,AVONET
Birds,Tetrao urogallus,Trophic.Level,Herbivore,AVONET
Birds,Tetrao urogallus,Trophic.Niche,Herbivore terrestrial,AVONET
Birds,Tetrao urogallus,Primary.Lifestyle,Generalist,AVONET
Birds,Troglodytes troglodytes,Beak.Length_Culmen,13.8,AVONET
Birds,Troglodytes troglodytes,Beak.Length_Nares,8.1,AVONET
Birds,Troglodytes troglodytes,Beak.Width,2.5,AVONET
Birds,Troglodytes troglodytes,Beak.Depth,2.7,AVONET
Birds,Troglodytes troglodytes,Tarsus.Length,17.6,AVONET
Birds,Troglodytes troglodytes,Wing.Length,48.5,AVONET
Birds,Troglodytes troglodytes,Kipps.Distance,7.6,AVONET
Birds,Troglodytes troglodytes,Secondary1,40.7,AVONET
Birds,Troglodytes troglodytes,Hand-Wing.Index,15.7,AVONET
Birds,Troglodytes troglodytes,Tail.Length,30.5,AVONET
Birds,Troglodytes troglodytes,Mass,9.7,AVONET
Birds,Troglodytes troglodytes,Migration,3,AVONET
Birds,Troglodytes troglodytes,Trophic.Level,Carnivore,AVONET
Birds,Troglodytes troglodytes,Trophic.Niche,Invertivore,AVONET
Birds,Troglodytes troglodytes,Primary.Lifestyle,Insessorial,AVONET
Birds,Turdus merula,Beak.Length_Culmen,28.5,AVONET
Birds,Turdus merula,Beak.Length_Nares,15.5,AVONET
Birds,Turdus merula,Beak.Width,5.3,AVONET
Birds,Turdus merula,Beak.Depth,7.5,AVONET
Birds,Turdus merula,Tarsus.Length,33.6,AVONET
Birds,Turdus merula,Wing.Length,128.4,AVONET
Birds,Turdus merula,Kipps.Distance,29.8,AVONET
Birds,Turdus merula,Secondary1,98.6,AVONET
Birds,Turdus merula,Hand-Wing.Index,23.1,AVONET
Birds,Turdus merula,Tail.Length,106.3,AVONET
Birds,Turdus merula,Mass,102.7,AVONET
Birds,Turdus merula,Migration,1,AVONET
Birds,Turdus merula,Trophic.Level,Omnivore,AVONET
Birds,Turdus merula,Trophic.Niche,Omnivore,AVONET
Birds,Turdus merula,Primary.Lifestyle,Generalist,AVONET
Birds,Turdus philomelos,Beak.Length_Culmen,23.1,AVONET
Birds,Turdus philomelos,Beak.Length_Nares,11.9,AVONET
Birds,Turdus philomelos,Beak.Width,5.0,AVONET
Birds,Turdus philomelos,Beak.Depth,5.7,AVONET
Birds,Turdus philomelos,Tarsus.Length,31.8,AVONET
Birds,Turdus philomelos,Wing.Length,116.0,AVONET
Birds,Turdus philomelos,Kipps.Distance,35.7,AVONET
Birds,Turdus philomelos,Secondary1,80.5,AVONET
Birds,Turdus philomelos,Hand-Wing.Index,30.7,AVONET
Birds,Turdus philomelos,Tail.Length,81.7,AVONET
Birds,Turdus philomelos,Mass,67.7,AVONET
Birds,Turdus philomelos,Migration,3,AVONET
Birds,Turdus philomelos,Trophic.Level,Omnivore,AVONET
Birds,Turdus philomelos,Trophic.Niche,Invertivore,AVONET
Birds,Turdus philomelos,Primary.Lifestyle,Generalist,AVONET
Birds,Turdus pilaris,Beak.Length_Culmen,25.4,AVONET
Birds,Turdus pilaris,Beak.Length_Nares,12.8,AVONET
Birds,Turdus pilaris,Beak.Width,5.8,AVONET
Birds,Turdus pilaris,Beak.Depth,6.5,AVONET
Birds,Turdus pilaris,Tarsus.Length,33.4,AVONET
Birds,Turdus pilaris,Wing.Length,144.4,AVONET
Birds,Turdus pilaris,Kipps.Distance,48.0,AVONET
Birds,Turdus pilaris,Secondary1,96.1,AVONET
Birds,Turdus pilaris,Hand-Wing.Index,33.3,AVONET
Birds,Turdus pilaris,Tail.Length,105.9,AVONET
Birds,Turdus pilaris,Mass,106.0,AVONET
Birds,Turdus pilaris,Migration,3,AVONET
Birds,Turdus pilaris,Trophic.Level,Carnivore,AVONET
Birds,Turdus pilaris,Trophic.Niche,Invertivore,AVONET
Birds,Turdus pilaris,Primary.Lifestyle,Generalist,AVONET
Birds,Turdus torquatus,Beak.Length_Culmen,26.1,AVONET
Birds,Turdus torquatus,Beak.Length_Nares,13.9,AVONET
Birds,Turdus torquatus,Beak.Width,5.0,AVONET
Birds,Turdus torquatus,Beak.Depth,6.6,AVONET
Birds,Turdus torquatus,Tarsus.Length,32.8,AVONET
Birds,Turdus torquatus,Wing.Length,141.6,AVONET
Birds,Turdus torquatus,Kipps.Distance,44.7,AVONET
Birds,Turdus torquatus,Secondary1,96.9,AVONET
Birds,Turdus torquatus,Hand-Wing.Index,31.6,AVONET
Birds,Turdus torquatus,Tail.Length,109.6,AVONET
Birds,Turdus torquatus,Mass,109.0,AVONET
Birds,Turdus torquatus,Migration,3,AVONET
Birds,Turdus torquatus,Trophic.Level,Omnivore,AVONET
Birds,Turdus torquatus,Trophic.Niche,Omnivore,AVONET
Birds,Turdus torquatus,Primary.Lifestyle,Insessorial,AVONET
Birds,Turdus viscivorus,Beak.Length_Culmen,26.4,AVONET
Birds,Turdus viscivorus,Beak.Length_Nares,14.5,AVONET
Birds,Turdus viscivorus,Beak.Width,5.7,AVONET
Birds,Turdus viscivorus,Beak.Depth,6.9,AVONET
Birds,Turdus viscivorus,Tarsus.Length,32.7,AVONET
Birds,Turdus viscivorus,Wing.Length,153.7,AVONET
Birds,Turdus viscivorus,Kipps.Distance,53.9,AVONET
Birds,Turdus viscivorus,Secondary1,99.6,AVONET
Birds,Turdus viscivorus,Hand-Wing.Index,35.1,AVONET
Birds,Turdus viscivorus,Tail.Length,111.8,AVONET
Birds,Turdus viscivorus,Mass,117.4,AVONET
Birds,Turdus viscivorus,Migration,1,AVONET
Birds,Turdus viscivorus,Trophic.Level,Omnivore,AVONET
Birds,Turdus viscivorus,Trophic.Niche,Omnivore,AVONET
Birds,Turdus viscivorus,Primary.Lifestyle,Insessorial,AVONET
Birds,Upupa epops,Beak.Length_Culmen,55.8,AVONET
Birds,Upupa epops,Beak.Length_Nares,46.9,AVONET
Birds,Upupa epops,Beak.Width,5.5,AVONET
Birds,Upupa epops,Beak.Depth,6.3,AVONET
Birds,Upupa epops,Tarsus.Length,21.1,AVONET
Birds,Upupa epops,Wing.Length,142.3,AVONET
Birds,Upupa epops,Kipps.Distance,30.5,AVONET
Birds,Upupa epops,Secondary1,111.5,AVONET
Birds,Upupa epops,Hand-Wing.Index,21.4,AVONET
Birds,Upupa epops,Tail.Length,96.9,AVONET
Birds,Upupa epops,Mass,66.9,AVONET
Birds,Upupa epops,Migration,3,AVONET
Birds,Upupa epops,Trophic.Level,Carnivore,AVONET
Birds,Upupa epops,Trophic.Niche,Invertivore,AVONET
Birds,Upupa epops,Primary.Lifestyle,Terrestrial,AVONET
Birds,Acanthis flammea,TailF_MEAN,53.2,Storchova_Horak_2018
Birds,Acanthis flammea,BillU_MEAN,11.975,Storchova_Horak_2018
Birds,Acanthis flammea,BillM_MEAN,12.05,Storchova_Horak_2018
Birds,Acanthis flammea,BillF_MEAN,11.9,Storchova_Horak_2018
Birds,Acanthis flammea,TarsusU_MEAN,14.425,Storchova_Horak_2018
Birds,Acanthis flammea,TarsusM_MEAN,14.45,Storchova_Horak_2018
Birds,Acanthis flammea,TarsusF_MEAN,14.4,Storchova_Horak_2018
Birds,Acanthis flammea,WeightU_MEAN,13.65,Storchova_Horak_2018
Birds,Acanthis flammea,WeightM_MEAN,13.5,Storchova_Horak_2018
Birds,Acanthis flammea,WeightF_MEAN,13.8,Storchova_Horak_2018
Birds,Acanthis flammea,Sexual dimorphism,1,Storchova_Horak_2018
Birds,Acanthis flammea,Clutch_MIN,2,Storchova_Horak_2018
Birds,Acanthis flammea,Clutch_MAX,7,Storchova_Horak_2018
Birds,Acanthis flammea,Clutch_MEAN,5,Storchova_Horak_2018
Birds,Acanthis flammea,Broods per year,2,Storchova_Horak_2018
Birds,Acanthis flammea,EggL_MEAN,16.4,Storchova_Horak_2018
Birds,Acanthis flammea,EggW_MEAN,12.4,Storchova_Horak_2018
Birds,Acanthis flammea,Egg_MASS,1.3,Storchova_Horak_2018
Birds,Acanthis flammea,Young,AL,Storchova_Horak_2018
"Birds,Acanthis flammea,Association during nesting,""S,SC"",Storchova_Horak_2018"
Birds,Acanthis flammea,Nest type,OA,Storchova_Horak_2018
Birds,Acanthis flammea,Nest building,F,Storchova_Horak_2018
Birds,Acanthis flammea,Mating system,M,Storchova_Horak_2018
Birds,Acanthis flammea,Incubation period,11,Storchova_Horak_2018
Birds,Acanthis flammea,Incubation sex,F,Storchova_Horak_2018
Birds,Acanthis flammea,Hatching,AS,Storchova_Horak_2018
Birds,Acanthis flammea,Eggshells,NA,Storchova_Horak_2018
Birds,Acanthis flammea,Nestling period,12,Storchova_Horak_2018
Birds,Acanthis flammea,Fledging period,12,Storchova_Horak_2018
Birds,Acanthis flammea,Parental feeding,27,Storchova_Horak_2018
Birds,Acanthis flammea,Age of independence,27,Storchova_Horak_2018
Birds,Acanthis flammea,Feeding independence,27,Storchova_Horak_2018
Birds,Acanthis flammea,Age of first breeding,1,Storchova_Horak_2018
Birds,Acanthis flammea,Life span,12,Storchova_Horak_2018
Birds,Acanthis flammea,Post-fledging mortality,NA,Storchova_Horak_2018
Birds,Acanthis flammea,Mortality of adults,58,Storchova_Horak_2018
Birds,Acanthis flammea,Association outside the breeding season,GR,Storchova_Horak_2018
Birds,Acanthis flammea,Territoriality,1,Storchova_Horak_2018
Birds,Acanthis flammea,Sedentary,0,Storchova_Horak_2018
Birds,Acanthis flammea,Facultative migrant,0,Storchova_Horak_2018
Birds,Acanthis flammea,Short distance migrant,1,Storchova_Horak_2018
